round,accuracy,loss,shap_cosine,shap_topk,shap_mse,shap_spearman,epsilon_w,epsilon_s
0,95.6,0.22505716183185578,-0.0396842435002327,0.06,3.7484989166259766,-0.061798106752767736,2.5,2.5
1,97.49,0.07583259957339615,-0.02596118301153183,0.06,3.795236349105835,-0.017475731781840784,2.5,2.5
2,98.21,0.053614996673725546,0.05695547163486481,0.08,3.833259105682373,0.027119070777882864,2.5,2.5
3,98.26,0.05061870876406319,-0.017778659239411354,0.14,3.6532747745513916,-0.036968075172085085,2.5,2.5
4,98.56,0.0438130300748162,0.01570522040128708,0.1,3.6741058826446533,0.022230190853704392,2.5,2.5
5,98.5,0.04482531298334943,0.02823030576109886,0.0,3.813041925430298,-0.016026685950754852,2.5,2.5
6,98.62,0.04123279552543536,-0.07165709137916565,0.04,3.685483694076538,-0.07998989477920167,2.5,2.5
7,98.63,0.04176489300581161,0.0855540856719017,0.06,3.819403886795044,0.08205479131399247,2.5,2.5
8,98.69,0.03953164475429803,-0.056018002331256866,0.12,3.57102370262146,0.010985032419879148,2.5,2.5
9,98.71,0.03639829502860812,0.0004366142675280571,0.02,4.4209303855896,-0.01775543074686497,2.5,2.5
10,98.64,0.04110714146833052,-0.05488405004143715,0.1,3.6781704425811768,-0.026055532396720312,2.5,2.5
11,98.77,0.03601581049116794,0.03292161226272583,0.08,3.893181085586548,0.0505564843991627,2.5,2.5
12,98.86,0.0330567116566468,0.04866587743163109,0.08,3.846769332885742,0.026838898675364427,2.5,2.5
13,98.96,0.031854348525524254,-0.02952832169830799,0.06,3.8499300479888916,-0.0032238343759789585,2.5,2.5
14,98.65,0.043526782571477816,0.014816544950008392,0.04,4.087029457092285,0.008888834104547449,2.5,2.5
15,98.77,0.037928193835959245,0.043606121093034744,0.02,3.8964691162109375,0.03897771422794171,2.5,2.5
16,98.88,0.03689433407770994,0.05630692094564438,0.06,3.649918556213379,0.07362768959989004,2.5,2.5
17,98.93,0.03284244252906064,0.02156589925289154,0.02,3.8329474925994873,-0.008052277210759844,2.5,2.5
18,98.86,0.036742403116074275,0.09588788449764252,0.08,3.54197096824646,0.05486113912583117,2.5,2.5
19,98.84,0.03498855043290241,0.024948351085186005,0.04,3.79207444190979,0.0004870825993476679,2.5,2.5
20,98.92,0.03569449825876727,0.004714694805443287,0.08,3.8639447689056396,0.008169042563947022,2.5,2.5
21,98.76,0.0444060315323266,0.04118813946843147,0.08,3.8053932189941406,0.009363341207337318,2.5,2.5
22,98.83,0.03932119387962157,-0.01908417046070099,0.02,3.968595266342163,-0.03028615355652474,2.5,2.5
23,98.91,0.04061024555787117,0.05820690467953682,0.02,3.5281410217285156,0.08667971032032405,2.5,2.5
24,99.02,0.03521556425624208,-0.0007944013923406601,0.06,3.4851603507995605,0.015413250738468021,2.5,2.5
25,98.93,0.03498927375754829,0.048779308795928955,0.04,3.7815194129943848,0.05108169191975787,2.5,2.5
26,99.04,0.03274863879624972,0.08700378984212875,0.06,3.678820848464966,0.041603876340784496,2.5,2.5
27,99.01,0.03404426772709739,0.002206031698733568,0.02,3.4900357723236084,-0.01809608974272775,2.5,2.5
28,99.0,0.0331575765511483,-0.052684277296066284,0.08,3.7023465633392334,-0.10952819227112472,2.5,2.5
29,98.92,0.03767140198934357,0.05441124364733696,0.04,3.7449047565460205,0.05824638809327084,2.5,2.5
30,98.92,0.03749806731520221,-0.008059104904532433,0.02,3.8652729988098145,-0.029715973072002067,2.5,2.5
31,99.03,0.0336515020245686,-0.004245200660079718,0.06,3.5583372116088867,0.04138767740788386,2.5,2.5
32,99.01,0.035515498990658666,-0.004380493424832821,0.08,3.881347417831421,-0.01620879408209583,2.5,2.5
33,99.0,0.033647293625539164,0.020123649388551712,0.1,3.820375919342041,-0.043856459048953786,2.5,2.5
34,99.08,0.032212501837201674,0.11450178921222687,0.06,3.733396053314209,0.06656984779415831,2.5,2.5
35,99.15,0.031676060110619804,0.020612267777323723,0.08,3.9534928798675537,0.010541478470002835,2.5,2.5
36,98.94,0.037512656592286434,-0.009352230466902256,0.02,3.6241466999053955,0.007810180225542153,2.5,2.5
37,99.04,0.03241076036516806,0.03092830814421177,0.04,3.9050047397613525,0.027410772494077064,2.5,2.5
38,99.04,0.034215263321397654,-0.012123684398829937,0.08,4.041162490844727,-0.03161415089500182,2.5,2.5
39,99.04,0.030969295084254007,-0.015512133948504925,0.02,3.661707639694214,-0.028044502814670053,2.5,2.5
40,99.03,0.03308158702055007,0.033656034618616104,0.08,3.4568352699279785,-0.034943196108518815,2.5,2.5
41,98.99,0.035369812448800074,0.046054527163505554,0.06,4.299337387084961,0.05995105268112077,2.5,2.5
42,99.03,0.03385448341310257,-0.020912520587444305,0.06,3.557907819747925,-0.019084747889931288,2.5,2.5
43,98.98,0.035680913866520135,0.0014532934874296188,0.12,3.8566622734069824,0.022795689767231293,2.5,2.5
44,99.03,0.036034752536997075,-0.02385481633245945,0.06,3.7629244327545166,-0.04393335634275674,2.5,2.5
45,98.98,0.038560632732338763,-0.017193589359521866,0.08,3.7225069999694824,-0.04266432687724772,2.5,2.5
46,99.03,0.03441345593101505,0.03149192035198212,0.08,4.051846027374268,0.028545779538845337,2.5,2.5
47,99.01,0.035881941440833724,0.031984828412532806,0.02,3.8274593353271484,0.008407379351184064,2.5,2.5
48,98.99,0.03694723273263644,0.005497650243341923,0.04,3.946371078491211,0.035891164431216524,2.5,2.5
49,99.11,0.03421835456360204,-0.014058800414204597,0.02,3.538708448410034,-0.005975751454399755,2.5,2.5
