round,accuracy,loss,shap_cosine,shap_topk,shap_mse,shap_spearman,epsilon_w,epsilon_s
0,95.82,0.20069791638851167,0.9463255405426025,0.66,0.0026121821720153093,0.9556668922785454,50.0,0.0
1,98.2,0.056299361640028654,0.9558408856391907,0.64,0.001123534282669425,0.9626627032685832,50.0,0.0
2,98.53,0.04387030148850754,0.9626727104187012,0.66,0.0007058277260512114,0.9645923571859376,50.0,0.0
3,98.67,0.039062976365210486,0.9630063772201538,0.64,0.0006007615011185408,0.9635966019763202,50.0,0.0
4,98.84,0.03358995657814667,0.9657244682312012,0.66,0.0004328433715272695,0.9653143401001956,50.0,0.0
5,98.96,0.031629999684082574,0.966991662979126,0.68,0.00035581813426688313,0.9648846814514663,50.0,0.0
6,98.94,0.030250855287362356,0.9657527208328247,0.68,0.00033907825127243996,0.9659023254956863,50.0,0.0
7,99.01,0.02758841917429527,0.9659337401390076,0.68,0.00031629661680199206,0.966673987846841,50.0,0.0
8,99.08,0.02718590590763488,0.9642854928970337,0.66,0.0003282108809798956,0.9666872605986535,50.0,0.0
9,99.05,0.027556561597730615,0.9641929864883423,0.66,0.0003306357830297202,0.9663871171134828,50.0,0.0
10,99.06,0.02671195328453905,0.9656357765197754,0.68,0.00032363992067985237,0.9667167943390842,50.0,0.0
11,99.15,0.025718192320161325,0.9651972055435181,0.66,0.00034075556322932243,0.9669108056137017,50.0,0.0
12,99.15,0.025163408283358148,0.9641463756561279,0.64,0.0003575354930944741,0.9678537437377762,50.0,0.0
13,99.22,0.02431353416859638,0.9639890789985657,0.66,0.0003734516503755003,0.9680494732485571,50.0,0.0
14,99.15,0.024603309703138076,0.964086651802063,0.66,0.00038361563929356635,0.9678332245117097,50.0,0.0
15,99.21,0.02467963041706971,0.9641951322555542,0.66,0.0004304413159843534,0.9679210537718272,50.0,0.0
16,99.21,0.024350184740712575,0.9651474356651306,0.68,0.00041784916538745165,0.9677965688068917,50.0,0.0
17,99.2,0.023646095526887803,0.9646204710006714,0.68,0.0004404638020787388,0.9681419840796704,50.0,0.0
18,99.21,0.023511388367806647,0.9650689959526062,0.68,0.00047437602188438177,0.9682997629830173,50.0,0.0
19,99.22,0.023502254961431025,0.9651767015457153,0.68,0.00046212677261792123,0.9693257491883203,50.0,0.0
20,99.22,0.02333759118790622,0.9652438163757324,0.68,0.0005093016079626977,0.9692092577568401,50.0,0.0
21,99.27,0.022717294157947255,0.9650011658668518,0.68,0.0005264702485874295,0.9694674912208092,50.0,0.0
22,99.28,0.023343325609301246,0.9663338661193848,0.66,0.000556355167645961,0.969034570413567,50.0,0.0
23,99.3,0.023089187447848963,0.9653370976448059,0.68,0.0005609161453321576,0.969147276745093,50.0,0.0
24,99.24,0.023707058689555287,0.9655849933624268,0.68,0.0005977986729703844,0.9698201529678422,50.0,0.0
25,99.3,0.023002091748195744,0.9657495021820068,0.66,0.0006219486240297556,0.9694718241641778,50.0,0.0
26,99.27,0.0232424119506908,0.9651665091514587,0.68,0.0006167092942632735,0.9694278472791854,50.0,0.0
27,99.29,0.022898862642464428,0.9659106731414795,0.68,0.0006590144475921988,0.9701858384469536,50.0,0.0
28,99.26,0.023029862060772486,0.9656501412391663,0.7,0.000670735607855022,0.9697801853005642,50.0,0.0
29,99.31,0.022315533894571308,0.9654178023338318,0.7,0.000651623762678355,0.9701427580330031,50.0,0.0
30,99.29,0.02283830884842264,0.9651793241500854,0.72,0.0006511698011308908,0.970400393849611,50.0,0.0
31,99.34,0.021527927688547697,0.9649392366409302,0.68,0.0007013111608102918,0.9708294299490058,50.0,0.0
32,99.29,0.02252511081718594,0.9652517437934875,0.7,0.0006618526531383395,0.9704782623203759,50.0,0.0
33,99.31,0.02245912920672745,0.9652672410011292,0.68,0.0006925726775079966,0.9703923256102353,50.0,0.0
34,99.29,0.02263397302885214,0.9650999307632446,0.7,0.0007161260582506657,0.9703420983299242,50.0,0.0
35,99.33,0.022926939058435437,0.9649398922920227,0.7,0.0007760254666209221,0.9706747637923316,50.0,0.0
36,99.34,0.022584137781685967,0.9656111001968384,0.68,0.0006927395588718355,0.9703413761726962,50.0,0.0
37,99.34,0.022397770080112785,0.965558648109436,0.7,0.000742219970561564,0.9712862068467478,50.0,0.0
38,99.27,0.02370478920117116,0.9644763469696045,0.68,0.000764115946367383,0.9703377404845824,50.0,0.0
39,99.28,0.022923753142518672,0.964918315410614,0.68,0.000743854499887675,0.9702729455498431,50.0,0.0
40,99.31,0.023031571208191964,0.9641942977905273,0.66,0.0007787520880810916,0.9707234222483195,50.0,0.0
41,99.3,0.022821091553961288,0.9655729532241821,0.7,0.0007918119081296027,0.9704542817200091,50.0,0.0
42,99.35,0.021874755875402115,0.9654030799865723,0.7,0.0007750849472358823,0.9706501855446036,50.0,0.0
43,99.32,0.022502265511697216,0.9656299948692322,0.7,0.0007916889735497534,0.971380087286397,50.0,0.0
44,99.31,0.022630830778475136,0.9650298357009888,0.7,0.0008409639121964574,0.9714326553522059,50.0,0.0
45,99.3,0.022326927630975296,0.9651616215705872,0.7,0.000824214715976268,0.9717090423547704,50.0,0.0
46,99.29,0.02233650591289593,0.9641767740249634,0.68,0.0008391484152525663,0.9713801868942906,50.0,0.0
47,99.32,0.022067345577536025,0.965339183807373,0.7,0.0008238244336098433,0.9715570407092481,50.0,0.0
48,99.32,0.022339448628951413,0.965012788772583,0.68,0.0008601468871347606,0.9722030477027183,50.0,0.0
49,99.34,0.02252404569698099,0.9651010036468506,0.68,0.0008378135971724987,0.972245430861414,50.0,0.0
