round,accuracy,loss,shap_cosine,shap_topk,shap_mse,shap_spearman,epsilon_w,epsilon_s
0,95.47,0.2358562427520752,-0.03351760655641556,0.1,99.00664520263672,0.011506380134600147,49.504950495049506,0.49504950495049505
1,97.82,0.06379070279076696,-0.026240792125463486,0.08,91.39456176757812,0.023967252908924024,49.50002491563295,0.4999750843670554
2,98.25,0.05095168781094253,-0.02365625649690628,0.06,23.151531219482422,-0.04158231123183588,49.00993366533776,0.9900663346622374
3,98.55,0.04155619156577159,-0.05281274765729904,0.04,10.53796672821045,-0.0150910939088279,48.52227667742541,1.4777233225745923
4,98.82,0.03594473179591587,0.05874228477478027,0.08,6.449507236480713,0.05180387404980295,48.03947195761616,1.9605280423838412
5,98.9,0.03459674455515924,0.0677100270986557,0.1,4.0597920417785645,-0.002367555119272982,47.5614712250357,2.438528774964299
6,98.92,0.033564253151931914,-0.010681627318263054,0.08,2.6230831146240234,0.0011210868416478533,47.08822667921243,2.911773320787564
7,99.02,0.029444791781003003,0.02238588035106659,0.0,2.14643931388855,0.05676696185465914,46.61969099529741,3.3803090047025863
8,99.01,0.029395843925714142,0.021376444026827812,0.08,1.4883614778518677,0.0870902691554695,46.15581731933179,3.8441826806682124
9,99.09,0.029341728466158384,0.02727363258600235,0.06,1.3226323127746582,0.014955477761790712,45.69655926356141,4.30344073643859
10,99.09,0.028909468156535875,0.057117216289043427,0.02,0.9137336611747742,0.07086645918342445,45.241870901797974,4.758129098202025
11,99.08,0.027460216449167636,0.045810289680957794,0.06,0.8665450811386108,0.07841838104302414,44.79170676482641,5.208293235173588
12,99.06,0.027886120772748837,0.031059715896844864,0.08,0.7168541550636292,0.0193095878075954,44.346021835857876,5.653978164142126
13,99.1,0.025888479298417224,-0.001965470612049103,0.04,0.6450942754745483,0.06022841086064707,43.904771546028066,6.095228453971934
14,99.1,0.026557884829318208,-0.003038431517779827,0.06,0.5282453298568726,0.038207496191243175,43.467911769940294,6.532088230059707
15,99.12,0.026944994425140614,0.06063856557011604,0.06,0.4885627329349518,-0.011894875821329337,43.03539882125289,6.96460117874711
16,99.14,0.025811997898884876,0.10207321494817734,0.06,0.450864315032959,0.0801981748845669,42.607189448310564,7.392810551689433
17,99.17,0.026082842326878745,0.027976445853710175,0.1,0.38738590478897095,-0.011615674895772789,42.183240829819184,7.816759170180815
18,99.18,0.02494878340093128,0.03925628960132599,0.08,0.3411213159561157,0.0076056603181575725,41.7635105705636,8.2364894294364
19,99.16,0.025976353927131275,0.10324988514184952,0.04,0.30657461285591125,0.05426349176466839,41.347956697168115,8.652043302831885
20,99.21,0.025432370797132172,0.0020974669605493546,0.02,0.27408164739608765,-0.004884845804490622,40.936537653899094,9.06346234610091
21,99.15,0.02660390211792328,0.1090020090341568,0.06,0.25803282856941223,0.0466184863285676,40.52921229850936,9.470787701490647
22,99.16,0.026100345562939765,0.007953941822052002,0.1,0.2189531922340393,0.01659532251292786,40.125939898123924,9.874060101876076
23,99.2,0.02608011360909586,0.08824188262224197,0.06,0.22150947153568268,0.07782481760549598,39.7266801251667,10.273319874833298
24,99.21,0.02477159547039555,-0.01783001981675625,0.04,0.22037842869758606,-0.009409584171907287,39.33139305332767,10.668606946672327
25,99.21,0.025553632323532655,0.0420258529484272,0.06,0.1978525072336197,0.021701073723288278,38.94003915357025,11.059960846429757
26,99.22,0.025285214648833425,-0.012922145426273346,0.08,0.17213743925094604,0.035814316941360336,38.552579290178315,11.447420709821687
27,99.2,0.024884784083684282,0.01418581884354353,0.1,0.15944847464561462,0.030887137782120683,38.168974716842655,11.831025283157343
28,99.24,0.024736271147792286,0.028431236743927002,0.04,0.1606999933719635,-0.009649639195307673,37.78918707278628,12.210812927213727
29,99.27,0.024809666929812558,0.06749993562698364,0.06,0.15840591490268707,0.06786168746728503,37.413178378928265,12.586821621071737
30,99.17,0.025373563859798377,0.173676997423172,0.06,0.1495700180530548,0.07982616430421645,37.040911034085894,12.959088965914106
31,99.19,0.02541318646362088,0.02504649944603443,0.1,0.1423700600862503,0.005480874537383589,36.672347811214465,13.327652188785539
32,99.25,0.025567502024311944,0.08209656924009323,0.06,0.12267884612083435,0.05861147592502116,36.30745185368455,13.692548146315453
