round,accuracy,loss,shap_cosine,shap_topk,shap_mse,shap_spearman,epsilon_w,epsilon_s
0,89.01,0.4748470088481903,-0.0024022222496569157,0.0,89.40707397460938,-0.002935270308430862,49.504950495049506,0.49504950495049505
1,95.06,0.16463217966556548,0.10120036453008652,0.0,0.09085053950548172,0.0934335239330376,33.51600230178197,16.483997698218033
2,96.72,0.10643333045244217,0.13747695088386536,0.0,0.03651939705014229,0.11009745138263226,22.466448205861077,27.533551794138923
3,97.37,0.08591591513305903,0.20460450649261475,0.2,0.02059434913098812,0.12370090140163248,15.05971059561011,34.940289404389894
4,97.83,0.07115461374074221,0.1888154000043869,0.0,0.015461410395801067,0.1250842060229905,10.094825899732768,39.90517410026723
